"Course ","Course Code","Section Fee Type","Course Amount ($)","Course Start Date"
"Office Procedures","OPRO-100CE","17711","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","17711","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","17711","555.00","04-Sep-2018"
"Office Procedures","OPRO-100CE","17711","555.00","04-Sep-2018"
"Office Procedures","OPRO-100CE","17711","555.00","04-Sep-2018"
"Office Procedures","OPRO-100CE","17711","555.00","04-Sep-2018"
"Office Procedures","OPRO-100CE","17711","555.00","15-Apr-2019"
"Office Procedures","OPRO-100CE","17711","555.00","15-Apr-2019"
"Office Procedures","OPRO-100CE","17711","555.00","15-Apr-2019"
"Office Procedures","OPRO-100CE","17711","555.00","15-Apr-2019"
"Office Procedures","OPRO-100CE","17711","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","17711","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","17711","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","17711","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","17711","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","03-Sep-2019"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","Administration Fee","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","06-Apr-2020"
"Office Procedures","OPRO-100CE","17711","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","17711","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","17711","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","17711","655.00","05-Apr-2021"
"Office Procedures","OPRO-100CE","17711","655.00","31-Aug-2020"
"Office Procedures","OPRO-100CE","17711","655.00","31-Aug-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Jan-2021"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Jan-2021"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Jan-2021"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","02-May-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","23-Jan-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","23-Jan-2019"
"On Farm Pesticide Safety","PEST-1604","33202","195.00","23-Jan-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jul-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jul-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jul-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jul-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Jul-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Jul-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Jul-2020"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","33202","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Jul-2020"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Jul-2020"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Jul-2020"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Jan-2021"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Jan-2021"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Jan-2021"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","01-Sep-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jan-2020"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jul-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jul-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jul-2019"
"On Farm Pesticide Safety","PEST-1604","Administration Fee","200.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-May-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-May-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-May-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Jul-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Jul-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Jul-2020"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Jan-2021"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Jan-2021"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Jan-2021"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","Administration Fee","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Jul-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Jul-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Jul-2020"
"On-Farm Fumigation","PEST-176CE","33202","295.00","02-Jan-2019"
"On-Farm Fumigation","PEST-176CE","33202","295.00","02-Jan-2019"
"On-Farm Fumigation","PEST-176CE","33202","295.00","02-Jan-2019"
"On-Farm Fumigation","PEST-176CE","33202","295.00","03-Jul-2018"
"On-Farm Fumigation","PEST-176CE","33202","295.00","03-Jul-2018"
"On-Farm Fumigation","PEST-176CE","33202","295.00","03-Jul-2018"
"On-Farm Fumigation","PEST-176CE","33202","295.00","04-Sep-2018"
"On-Farm Fumigation","PEST-176CE","33202","295.00","04-Sep-2018"
"On-Farm Fumigation","PEST-176CE","33202","295.00","04-Sep-2018"
"On-Farm Fumigation","PEST-176CE","33202","295.00","01-May-2019"
"On-Farm Fumigation","PEST-176CE","33202","295.00","01-May-2019"
"On-Farm Fumigation","PEST-176CE","33202","295.00","01-May-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jul-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Sep-2019"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","02-Jan-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Jan-2021"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Jan-2021"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-Jan-2021"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-May-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-May-2020"
"On-Farm Fumigation","PEST-176CE","33202","300.00","01-May-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Sep-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Sep-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Sep-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-May-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-May-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-May-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Jan-2021"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Sep-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Sep-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Sep-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Sep-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Jul-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Jul-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Jul-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Jan-2021"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","01-Jan-2021"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","Administration Fee","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jan-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Jul-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Jul-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Jul-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","02-Jan-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","02-Jan-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","02-Jan-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","02-Jan-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","04-Sep-2018"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","04-Sep-2018"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","04-Sep-2018"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","03-Jul-2018"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","03-Jul-2018"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","03-Jul-2018"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","01-May-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","01-May-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","145.00","01-May-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","02-Jul-2019"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Jan-2021"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Jan-2021"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Jan-2021"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-May-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-May-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-May-2020"
"On-Farm Fumigation Re-cert","PEST-276CE","33202","150.00","01-Sep-2019"
"Online Advertising","UGC-1611","39640","259.80","06-Apr-2020"
"Online Advertising","UGC-1611","39640","259.80","04-Nov-2019"
"Online Advertising","UGC-1611","39640","259.80","06-Apr-2020"
"Online Advertising","UGC-1611","39640","259.80","06-Apr-2020"
"Online Advertising","UGC-1611","39640","259.80","01-Jun-2020"
"Online Advertising","UGC-1611","39640","259.80","01-Jun-2020"
"Online Advertising","UGC-1611","39640","259.80","01-Jun-2020"
"Online Advertising","UGC-1611","39640","259.80","01-Jun-2020"
"Online Advertising","UGC-1611","39640","259.67","03-Jun-2019"
"Online Advertising","UGC-1611","39640","259.67","03-Jun-2019"
"Online Advertising","UGC-1611","39640","259.67","03-Jun-2019"
"Online Advertising","UGC-1611","39640","259.67","03-Jun-2019"
"Online Advertising","UGC-1611","39640","259.67","03-Jun-2019"
"Online Advertising","UGC-1611","39640","259.67","05-Nov-2018"
"Online Advertising","UGC-1611","39640","259.67","05-Nov-2018"
"Online Advertising","UGC-1611","39640","259.67","05-Nov-2018"
"Online Advertising","UGC-1611","39640","259.67","05-Nov-2018"
"Online Advertising","UGC-1611","39640","259.67","05-Nov-2018"
"Online Advertising","UGC-1611","39640","259.67","05-Nov-2018"
"Online Advertising","UGC-1611","39640","259.67","01-Apr-2019"
"Online Advertising","UGC-1611","39640","259.67","01-Apr-2019"
"Online Advertising","UGC-1611","39640","259.67","01-Apr-2019"
"Online Advertising","UGC-1611","39640","259.67","01-Apr-2019"
"Online Advertising","UGC-1611","39640","259.67","01-Apr-2019"
"Online Advertising","UGC-1611","39640","259.67","01-Apr-2019"
"Online Advertising","UGC-1611","39640","265.80","02-Nov-2020"
"Online Advertising","UGC-1611","39640","265.80","02-Nov-2020"
"Online Advertising","UGC-1611","39640","265.80","02-Nov-2020"
"Online Advertising","UGC-1611","39640","259.80","04-Nov-2019"
"Online Advertising","UGC-1611","39640","259.80","04-Nov-2019"
"Online Advertising","UGC-1611","39640","259.80","04-Nov-2019"
"Online Advertising","UGC-1611","39640","259.80","06-Apr-2020"
"Operating Systems","COMP-200CE","22557","540.83","02-Jan-2019"
"Operating Systems","COMP-200CE","22557","540.83","04-Sep-2018"
"Operating Systems","COMP-200CE","22557","540.83","02-Jan-2019"
"Operating Systems","COMP-200CE","22556","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","22556","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","22556","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","22556","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","22556","-","03-Sep-2019"
"Operating Systems","COMP-200CE","22556","-","03-Sep-2019"
"Operating Systems","COMP-200CE","22556","-","03-Sep-2019"
"Operating Systems","COMP-200CE","22556","-","03-Sep-2019"
"Operating Systems","COMP-200CE","Administration Fee","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","Administration Fee","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","Administration Fee","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","Administration Fee","-","03-Sep-2019"
"Operating Systems","COMP-200CE","Administration Fee","-","03-Sep-2019"
"Operating Systems","COMP-200CE","Administration Fee","-","03-Sep-2019"
"Operating Systems","COMP-200CE","Administration Fee","-","03-Sep-2019"
"Operating Systems","COMP-200CE","Administration Fee","559.48","06-Jan-2020"
"Operating Systems","COMP-200CE","22557","540.83","04-Sep-2018"
"Operating Systems","COMP-200CE","22557","540.83","04-Sep-2018"
"Operating Systems","COMP-200CE","22557","540.83","02-Jan-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,065.00","27-May-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,065.00","27-May-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,065.00","27-May-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,065.00","17-Dec-2018"
"Optical Fiber Basics","TELE-113CE","34782","1,065.00","17-Dec-2018"
"Optical Fiber Basics","TELE-113CE","34782","1,065.00","17-Dec-2018"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","31-May-2021"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","31-May-2021"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","31-May-2021"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","25-May-2020"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","31-May-2021"
"Optical Fiber Basics","TELE-113CE","34782","1,077.00","16-Dec-2019"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","31-May-2021"
"Optical Fiber Basics","TELE-113CE","Administration Fee","1,077.00","31-May-2021"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","08-Sep-2020"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","08-Sep-2020"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","08-Sep-2020"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","08-Sep-2020"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","04-Jan-2021"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","04-Jan-2021"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","04-Jan-2021"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","04-Jan-2021"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","29-Mar-2021"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","29-Mar-2021"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","29-Mar-2021"
"Organizational Behaviour","MGMT-191CE","Administration Fee","685.00","29-Mar-2021"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","31-Aug-2020"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","04-Jan-2021"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","04-Jan-2021"
"Organizational Behaviour","ADMN-220CE","Administration Fee","595.00","04-Jan-2021"
